id,default_code,description,name,is_storable,tracking,categ_id:id
product_template_nx_5300k3,NX-5300K3,"UHF (450-520MHz), 5.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ","UHF (450-520MHz), 5.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5300k5,NX-5300K5,"UHF (380-470MHz), 5.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ","UHF (380-470MHz), 5.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5300k6,NX-5300K6,"UHF (380-470MHz), 5.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ","UHF (380-470MHz), 5.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5400_isck2,NX-5400-ISCK2,"700 / 800 MHz, 3.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking </p><p>Standard Key Model","700 / 800 MHz, 3.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5400_isck3,NX-5400-ISCK3,"700 / 800 MHz, 3.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking </p><p>Full Key Model","700 / 800 MHz, 3.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5400k2,NX-5400K2,"700 / 800 MHz, 3.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking </p><p>Standard Key Model","700 / 800 MHz, 3.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5400k3,NX-5400K3,"700 / 800 MHz, 3.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking </p><p>Full Key Model","700 / 800 MHz, 3.0 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking ",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5600hbf3,NX-5600HBF3,"NX-5600HBF3 (110W, 39-50 MHz) RF Deck Only, Analog & NXDN Conv</p><p>(Remote Control Head, Microphone,  Bracket, DC Cable not included)","NX-5600HBF3 (110W, 39-50 MHz) RF Deck Only, Analog & NXDN Conv",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5700bk,NX-5700BK,"VHF (50W, 136-174 MHz) RF Deck Only","VHF (50W, 136-174 MHz) RF Deck Only",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5700hbf,NX-5700HBF,"NX-5700HBF (110W, 136-174 MHz) RF Deck Only, NXDN Conv & P25 Conv</p><p>(Remote Control Head, Microphone,  Bracket, DC Cable not included)","NX-5700HBF (110W, 136-174 MHz) RF Deck Only, NXDN Conv & P25 Conv",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5700k,NX-5700K,"VHF (136-174MHz), 50 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking","VHF (136-174MHz), 50 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5800bk,NX-5800BK,"UHF (45W, 450-520 MHz) RF Deck Only","UHF (45W, 450-520 MHz) RF Deck Only",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5800bk2,NX-5800BK2,"UHF (45W, 380-470 MHz) RF Deck Only","UHF (45W, 380-470 MHz) RF Deck Only",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5800hbf,NX-5800HBF,"NX-5800HBF (100W, 450-520 MHz) RF Deck Only, NXDN Conv & P25 Conv</p><p>(Remote Control Head, Microphone,  Bracket, DC Cable not included)","NX-5800HBF (100W, 450-520 MHz) RF Deck Only, NXDN Conv & P25 Conv",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5800hbf2,NX-5800HBF2,"NX-5800HBF2 (100W, 380-470 MHz) RF Deck Only, NXDN Conv & P25 Conv</p><p>(Remote Control Head, Microphone,  Bracket, DC Cable not included)","NX-5800HBF2 (100W, 380-470 MHz) RF Deck Only, NXDN Conv & P25 Conv",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5800k,NX-5800K,"UHF (450-520MHz), 45 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking","UHF (450-520MHz), 45 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5800k2,NX-5800K2,"UHF (380-470MHz), 45 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking","UHF (380-470MHz), 45 Watts  NXDN Conventional / TYPE-C (Gen1/Gen2) Trunking",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5900bk,NX-5900BK,"35W, 700/800 MHz RF Deck Only","35W, 700/800 MHz RF Deck Only",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nx_5900k,NX-5900K,"700 / 800 MHz, 30/35 Watts NXDN Conventional / 800MHz TYPE-C (Gen1/Gen2) Trunking","700 / 800 MHz, 30/35 Watts NXDN Conventional / 800MHz TYPE-C (Gen1/Gen2) Trunking",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nxr_1700e,NXR-1700E,"Repeater, Analog, VHF, 136-174MHz, 1-50W","Repeater, Analog, VHF, 136-174MHz, 1-50W",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nxr_1800e,NXR-1800E,"Repeater, Analog, UHF, 450-520MHz, 1-40W","Repeater, Analog, UHF, 450-520MHz, 1-40W",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
product_template_nxr_1800e2,NXR-1800E2,"Repeater, Analog, UHF, 400-470MHz, 1-40W","Repeater, Analog, UHF, 400-470MHz, 1-40W",TRUE,none,aak_product_data.product_category_kenwood_lmr_dealer_components
